0.2482  0.4101
0.3318  0.4101
0.2647  0.4634
0.3153  0.4634
0.2482  0.5000
0.3318  0.5000
0.3000  0.4366
0.3000  0.5634
0.2647  0.5366
0.3153  0.5366
0.2482  0.5899
0.3318  0.5899
